Gene	Symbol|Child_inf_vs_control	Mouse.gene.name|Mouse_FOOTDay2inf_vs_control	logFC|Adult_inf_vs_control	logFC|Child_inf_vs_control	logFC|Mouse_LNDay2inf_vs_control	logFC|Mouse_FOOTDay2inf_vs_control	FDR|Adult_inf_vs_control	FDR|Child_inf_vs_control	FDR|Mouse_LNDay2inf_vs_control	FDR|Mouse_FOOTDay2inf_vs_control	-logPFDR|Adult_inf_vs_control	-logPFDR|Child_inf_vs_control	-logPFDR|Mouse_LNDay2inf_vs_control	-logPFDR|Mouse_FOOTDay2inf_vs_control	DEG|Adult_inf_vs_control	DEG|Child_inf_vs_control	DEG|Mouse_LNDay2inf_vs_control	DEG|Mouse_FOOTDay2inf_vs_control	Number_UP	Number_DOWN
ENSG00000061794	MRPS35	Mrps35	-0.3210	-0.3227	0.2330	-0.0836	0.0041	0.0000	0.0952	0.5664	2.3909	7.7305	1.0212	0.2469	NO	NO	NO	NO	0	0
ENSG00000145191	EIF2B5	Eif2b5	-0.8898	-0.2727	0.2329	0.0295	0.0000	0.0001	0.0007	0.6639	9.5918	4.2233	3.1867	0.1779	NO	NO	NO	NO	0	0
ENSG00000169813	HNRNPF	Hnrnpf	-0.8081	0.2910	0.2328	0.1550	0.0000	0.0000	0.0010	0.0227	8.6271	8.9469	2.9843	1.6445	NO	NO	NO	NO	0	0
ENSG00000165006	UBAP1	Ubap1	0.7119	0.8195	0.2327	0.4560	0.0000	0.0000	0.0028	0.0000	6.6517	15.6716	2.5504	5.5850	NO	NO	NO	NO	0	0
ENSG00000204767	FAM196B	Insyn2b	-0.4432	0.9043	0.2326	-1.2134	0.0803	0.0088	0.7173	0.0115	1.0953	2.0569	0.1443	1.9382	NO	NO	NO	NO	0	0
ENSG00000144815	NXPE3	Nxpe3	-0.8503	-0.1221	0.2325	0.5159	0.0000	0.0865	0.0043	0.0018	8.5229	1.0629	2.3666	2.7534	NO	NO	NO	NO	0	0
ENSG00000135083	CCNJL	Ccnjl	-0.1607	0.4550	0.2324	0.9175	0.5724	0.0006	0.6020	0.1908	0.2423	3.2125	0.2204	0.7195	NO	NO	NO	NO	0	0
ENSG00000127314	RAP1B	Rap1b	0.2240	0.1026	0.2323	0.5508	0.0915	0.0896	0.0043	0.0000	1.0388	1.0475	2.3705	6.2700	NO	NO	NO	NO	0	0
ENSG00000134046	MBD2	Mbd2	0.7268	0.3531	0.2323	0.4636	0.0000	0.0000	0.0006	0.0000	5.4437	12.0168	3.2428	6.8182	NO	NO	NO	NO	0	0
ENSG00000182827	ACBD3	Acbd3	0.3535	0.0712	0.2323	0.1666	0.0028	0.0892	0.0012	0.0177	2.5452	1.0495	2.9387	1.7510	NO	NO	NO	NO	0	0
ENSG00000186222	BLOC1S4	Bloc1s4	-0.4542	-0.3310	0.2319	0.2979	0.0005	0.0001	0.0987	0.0411	3.3030	4.0429	1.0058	1.3864	NO	NO	NO	NO	0	0
ENSG00000149503	INCENP	Incenp	-0.8136	0.1972	0.2319	-0.4792	0.0000	0.1934	0.0104	0.0000	4.3116	0.7136	1.9828	4.6421	NO	NO	NO	NO	0	0
ENSG00000275895	U2AF1L5	U2af1	1.3056	0.2068	0.2316	0.1311	0.0059	0.0000	0.0601	0.3205	2.2261	4.7190	1.2214	0.4941	NO	NO	NO	NO	0	0
ENSG00000160201	U2AF1	U2af1	1.4225	0.1899	0.2316	0.1311	0.0065	0.0005	0.0601	0.3205	2.1857	3.3186	1.2214	0.4941	NO	NO	NO	NO	0	0
ENSG00000182149	IST1	Ist1	0.7814	0.4006	0.2315	0.2310	0.0000	0.0000	0.0005	0.0006	10.2976	19.9508	3.2794	3.1965	NO	NO	NO	NO	0	0
ENSG00000180198	RCC1	Rcc1	-0.7434	0.2225	0.2315	-0.3488	0.0000	0.0101	0.0231	0.0015	5.6216	1.9973	1.6367	2.8165	NO	NO	NO	NO	0	0
ENSG00000122692	SMU1	Smu1	0.2041	0.0081	0.2313	0.1511	0.0432	0.8541	0.0012	0.0250	1.3648	0.0685	2.9115	1.6020	NO	NO	NO	NO	0	0
ENSG00000006837	CDKL3	Cdkl3	-0.1009	-0.2216	0.2312	-0.1108	0.7641	0.1321	0.1141	0.4419	0.1168	0.8790	0.9427	0.3547	NO	NO	NO	NO	0	0
ENSG00000105855	ITGB8	Itgb8	-0.6479	-0.7722	0.2312	0.7608	0.0220	0.0000	0.7186	0.0408	1.6566	4.9872	0.1435	1.3889	NO	NO	NO	NO	0	0
ENSG00000162244	RPL29	Rpl29	-0.3917	-0.7252	0.2311	-0.2149	0.0024	0.0000	0.0032	0.0061	2.6166	5.7033	2.4996	2.2179	NO	NO	NO	NO	0	0
ENSG00000065243	PKN2	Pkn2	0.3469	0.4636	0.2311	0.4128	0.0280	0.0000	0.0127	0.0001	1.5534	7.1302	1.8952	3.8609	NO	NO	NO	NO	0	0
ENSG00000136718	IMP4	Imp4	-0.3087	-0.2772	0.2310	0.0503	0.0021	0.0000	0.0057	0.5906	2.6806	4.6038	2.2417	0.2287	NO	NO	NO	NO	0	0
ENSG00000134755	DSC2	Dsc2	-0.0369	-0.0754	0.2309	0.5250	0.9120	0.7229	0.0748	0.0010	0.0400	0.1409	1.1261	3.0148	NO	NO	NO	NO	0	0
ENSG00000109606	DHX15	Dhx15	0.1083	-0.1511	0.2308	0.0181	0.3429	0.0002	0.0008	0.8133	0.4649	3.8112	3.0961	0.0897	NO	NO	NO	NO	0	0
ENSG00000170579	DLGAP1	Dlgap1	1.4015	0.8795	0.2308	0.7571	0.0012	0.0000	0.7462	0.0160	2.9068	6.0814	0.1271	1.7970	NO	NO	NO	NO	0	0
ENSG00000165506	DNAAF2	Dnaaf2	-0.9836	-0.5609	0.2308	0.0511	0.0000	0.0000	0.0315	0.6833	7.4597	12.4510	1.5023	0.1654	NO	NO	NO	NO	0	0
ENSG00000087088	BAX	Bax	0.0621	0.5421	0.2307	0.3269	0.6536	0.0170	0.0104	0.0015	0.1847	1.7698	1.9823	2.8219	NO	NO	NO	NO	0	0
ENSG00000124784	RIOK1	Riok1	-0.2316	-0.3108	0.2307	0.1935	0.0488	0.0000	0.0298	0.0791	1.3115	8.3979	1.5251	1.1018	NO	NO	NO	NO	0	0
ENSG00000092148	HECTD1	Hectd1	-0.2524	-0.4020	0.2307	-0.0165	0.0063	0.0000	0.0064	0.8724	2.2010	32.8633	2.1943	0.0593	NO	NO	NO	NO	0	0
ENSG00000101104	PABPC1L	Pabpc1l	-0.0434	0.4563	0.2305	0.2334	0.8346	0.0000	0.6018	0.4830	0.0785	4.7721	0.2205	0.3160	NO	NO	NO	NO	0	0
ENSG00000148308	GTF3C5	Gtf3c5	-0.3777	-0.1588	0.2304	0.0227	0.0003	0.5507	0.0117	0.8311	3.4799	0.2591	1.9333	0.0804	NO	NO	NO	NO	0	0
ENSG00000178982	EIF3K	Eif3k	-0.3094	-0.4683	0.2304	-0.1524	0.0066	0.0000	0.0195	0.1272	2.1837	4.3872	1.7104	0.8954	NO	NO	NO	NO	0	0
ENSG00000147677	EIF3H	Eif3h	-0.1747	-0.5135	0.2304	-0.2059	0.0896	0.0000	0.0077	0.0173	1.0479	31.3152	2.1157	1.7624	NO	NO	NO	NO	0	0
ENSG00000130935	NOL11	Nol11	-0.7095	-0.4502	0.2301	0.1071	0.0000	0.0000	0.0173	0.3039	6.7721	16.6253	1.7616	0.5173	NO	NO	NO	NO	0	0
ENSG00000185219	ZNF445	Zfp445	-0.3778	0.1449	0.2299	0.1714	0.0841	0.0407	0.0251	0.1067	1.0752	1.3901	1.6001	0.9717	NO	NO	NO	NO	0	0
ENSG00000067596	DHX8	Dhx8	0.5110	0.3395	0.2298	0.0848	0.0000	0.0000	0.0123	0.4126	6.1681	6.1938	1.9093	0.3844	NO	NO	NO	NO	0	0
ENSG00000176142	TMEM39A	Tmem39a	0.8157	-0.0134	0.2294	0.0807	0.0000	0.7365	0.0047	0.3425	7.3830	0.1328	2.3312	0.4653	NO	NO	NO	NO	0	0
ENSG00000160714	UBE2Q1	Ube2q1	0.0199	0.4579	0.2294	0.3211	0.8664	0.0000	0.0004	0.0000	0.0623	18.3497	3.4113	4.7235	NO	NO	NO	NO	0	0
ENSG00000152484	USP12	Usp12	0.2514	-0.5158	0.2288	0.7746	0.2727	0.0000	0.0060	0.0000	0.5644	4.5986	2.2213	7.9508	NO	NO	NO	NO	0	0
ENSG00000101843	PSMD10	Psmd10	-0.1066	0.2295	0.2288	0.1524	0.4263	0.0000	0.0718	0.2802	0.3703	4.6635	1.1441	0.5525	NO	NO	NO	NO	0	0
ENSG00000153015	CWC27	Cwc27	-0.5559	-0.4486	0.2288	0.1803	0.0000	0.0000	0.2292	0.3356	5.4342	12.1580	0.6398	0.4741	NO	NO	NO	NO	0	0
ENSG00000146109	ABT1	Abt1	0.0466	-0.3962	0.2287	0.0292	0.6804	0.0000	0.0428	0.8241	0.1672	12.2865	1.3684	0.0840	NO	NO	NO	NO	0	0
ENSG00000175354	PTPN2	Ptpn2	0.9211	0.1687	0.2286	0.7297	0.0000	0.0003	0.0104	0.0000	7.1403	3.5729	1.9822	6.6696	NO	NO	NO	NO	0	0
ENSG00000110330	BIRC2	Birc2	0.3265	0.5132	0.2285	0.7292	0.0959	0.0000	0.0017	0.0000	1.0182	10.6038	2.7775	8.4461	NO	NO	NO	NO	0	0
ENSG00000125870	SNRPB2	Snrpb2	0.3555	0.2304	0.2284	0.2726	0.0027	0.0000	0.0637	0.0326	2.5671	4.8962	1.1962	1.4863	NO	NO	NO	NO	0	0
ENSG00000141965	FEM1A	Fem1a	-0.6510	-0.1253	0.2284	-0.0493	0.0053	0.2121	0.0957	0.7533	2.2794	0.6736	1.0191	0.1230	NO	NO	NO	NO	0	0
ENSG00000126653	NSRP1	Nsrp1	0.5156	0.2257	0.2282	0.3586	0.0001	0.0000	0.0623	0.0059	3.9987	5.2636	1.2053	2.2274	NO	NO	NO	NO	0	0
ENSG00000172809	RPL38	Rpl38	-0.2584	-0.7293	0.2273	-0.0026	0.0972	0.0000	0.2917	0.9982	1.0122	17.3439	0.5351	0.0008	NO	NO	NO	NO	0	0
ENSG00000198625	MDM4	Mdm4	0.5920	-0.3499	0.2273	0.0214	0.0002	0.0000	0.0007	0.7719	3.6511	16.0386	3.1449	0.1125	NO	NO	NO	NO	0	0
ENSG00000225523	IGKV6D-21	Igkv5-37	-0.5978	-0.1657	0.2271	0.0000	0.4102	0.6265	0.9087	1.0000	0.3870	0.2031	0.0416	0.0000	NO	NO	NO	NO	0	0
ENSG00000211611	IGKV6-21	Igkv5-37	-0.3201	-0.0816	0.2271	0.0000	0.5873	0.7914	0.9087	1.0000	0.2311	0.1016	0.0416	0.0000	NO	NO	NO	NO	0	0
ENSG00000141543	EIF4A3	Eif4a3	0.4031	-0.0526	0.2269	0.1110	0.0059	0.3580	0.0217	0.2776	2.2287	0.4462	1.6644	0.5566	NO	NO	NO	NO	0	0
ENSG00000137656	BUD13	Bud13	-0.4861	0.3037	0.2269	0.0897	0.0000	0.0000	0.0539	0.5110	4.7100	4.7799	1.2687	0.2915	NO	NO	NO	NO	0	0
ENSG00000070614	NDST1	Ndst1	0.0731	0.6031	0.2268	0.0907	0.7330	0.0000	0.0013	0.1707	0.1349	6.5935	2.8849	0.7679	NO	NO	NO	NO	0	0
ENSG00000167770	OTUB1	Otub1	0.2242	0.3116	0.2268	0.0807	0.0609	0.0384	0.0031	0.2793	1.2155	1.4151	2.5034	0.5540	NO	NO	NO	NO	0	0
ENSG00000075856	SART3	Sart3	-0.2753	-0.1836	0.2267	0.0187	0.0031	0.0000	0.0040	0.8491	2.5024	6.2013	2.3991	0.0710	NO	NO	NO	NO	0	0
ENSG00000183207	RUVBL2	Ruvbl2	-0.7506	0.0376	0.2265	0.0355	0.0000	0.8953	0.0444	0.8047	5.6946	0.0480	1.3522	0.0944	NO	NO	NO	NO	0	0
ENSG00000198920	KIAA0753	4933427D14Rik	-0.4820	-0.3408	0.2265	0.1685	0.0006	0.0000	0.0602	0.1877	3.2211	7.6073	1.2206	0.7266	NO	NO	NO	NO	0	0
ENSG00000134490	TMEM241	Tmem241	0.1459	-0.0657	0.2264	-0.1935	0.5765	0.6993	0.1222	0.2355	0.2392	0.1553	0.9128	0.6280	NO	NO	NO	NO	0	0
ENSG00000065548	ZC3H15	Zc3h15	0.8637	0.1176	0.2263	0.1866	0.0000	0.0212	0.0011	0.0060	8.6676	1.6730	2.9512	2.2239	NO	NO	NO	NO	0	0
ENSG00000117505	DR1	Dr1	0.0450	0.4423	0.2262	0.0977	0.6891	0.0000	0.0015	0.1674	0.1617	14.6162	2.8113	0.7762	NO	NO	NO	NO	0	0
ENSG00000170242	USP47	Usp47	0.1109	-0.3088	0.2261	0.1864	0.2635	0.0000	0.0051	0.0166	0.5793	15.4214	2.2944	1.7791	NO	NO	NO	NO	0	0
ENSG00000134882	UBAC2	Ubac2	-0.2248	0.1243	0.2261	0.1330	0.0231	0.0016	0.0046	0.1074	1.6359	2.7875	2.3410	0.9690	NO	NO	NO	NO	0	0
ENSG00000204152	TIMM23B	Timm23	0.6259	-0.4898	0.2259	0.1702	0.0000	0.0000	0.0637	0.1401	6.2684	12.0443	1.1960	0.8536	NO	NO	NO	NO	0	0
ENSG00000265354	TIMM23	Timm23	0.2828	-0.0861	0.2259	0.1702	0.0224	0.1033	0.0637	0.1401	1.6492	0.9859	1.1960	0.8536	NO	NO	NO	NO	0	0
ENSG00000086758	HUWE1	Huwe1	-0.2140	-0.2045	0.2257	-0.0813	0.2556	0.0002	0.0010	0.2170	0.5925	3.6206	2.9979	0.6635	NO	NO	NO	NO	0	0
ENSG00000214160	ALG3	Alg3	-0.6218	-0.4681	0.2252	0.1669	0.0043	0.0036	0.0518	0.1598	2.3636	2.4419	1.2857	0.7965	NO	NO	NO	NO	0	0
ENSG00000108055	SMC3	Smc3	-0.2029	-0.2040	0.2252	-0.1163	0.0380	0.0000	0.0349	0.3155	1.4207	5.0250	1.4570	0.5010	NO	NO	NO	NO	0	0
ENSG00000157014	TATDN2	Tatdn2	-0.0717	-0.0879	0.2250	0.3137	0.6544	0.3816	0.0010	0.0001	0.1841	0.4184	3.0056	4.2636	NO	NO	NO	NO	0	0
ENSG00000169641	LUZP1	Luzp1	0.4612	-0.0810	0.2250	0.2000	0.0045	0.2070	0.0026	0.0042	2.3492	0.6841	2.5898	2.3771	NO	NO	NO	NO	0	0
ENSG00000138346	DNA2	Dna2	0.3768	0.1461	0.2250	-0.3415	0.1067	0.2645	0.0738	0.0107	0.9720	0.5776	1.1321	1.9688	NO	NO	NO	NO	0	0
ENSG00000143256	PFDN2	Pfdn2	0.1516	0.3814	0.2249	0.2332	0.2057	0.0014	0.0162	0.0117	0.6868	2.8542	1.7910	1.9326	NO	NO	NO	NO	0	0
ENSG00000048707	VPS13D	Vps13d	-0.2953	-0.1479	0.2248	0.0096	0.1431	0.0042	0.0127	0.9385	0.8445	2.3727	1.8958	0.0275	NO	NO	NO	NO	0	0
ENSG00000205155	PSENEN	Psenen	-0.0899	0.2983	0.2245	0.1097	0.6397	0.0005	0.0386	0.3389	0.1940	3.2898	1.4138	0.4699	NO	NO	NO	NO	0	0
ENSG00000196449	YRDC	Yrdc	0.2885	-0.0304	0.2244	0.2350	0.0629	0.7038	0.0107	0.0070	1.2013	0.1525	1.9724	2.1542	NO	NO	NO	NO	0	0
ENSG00000175216	CKAP5	Ckap5	-0.3169	-0.2591	0.2242	-0.0467	0.0052	0.0000	0.0183	0.6532	2.2835	7.0630	1.7380	0.1849	NO	NO	NO	NO	0	0
ENSG00000244038	DDOST	Ddost	-0.2010	-0.0930	0.2238	0.1543	0.1210	0.4083	0.0023	0.0266	0.9172	0.3891	2.6307	1.5752	NO	NO	NO	NO	0	0
ENSG00000163607	GTPBP8	Gtpbp8	-0.6786	-0.5524	0.2236	0.0754	0.0000	0.0000	0.0302	0.4982	6.6271	15.8153	1.5195	0.3026	NO	NO	NO	NO	0	0
ENSG00000165632	TAF3	Taf3	-0.5212	0.0596	0.2235	-0.1809	0.0049	0.3026	0.0144	0.0709	2.3056	0.5192	1.8428	1.1493	NO	NO	NO	NO	0	0
ENSG00000133773	CCDC59	Ccdc59	0.7398	-0.1855	0.2233	0.2561	0.0001	0.0003	0.0107	0.0046	4.0650	3.5759	1.9712	2.3415	NO	NO	NO	NO	0	0
ENSG00000143702	CEP170	Cep170	0.3875	0.2502	0.2232	0.5471	0.0015	0.0000	0.0076	0.0000	2.8142	5.9626	2.1165	5.6861	NO	NO	NO	NO	0	0
ENSG00000023734	STRAP	Strap	0.3392	-0.3101	0.2232	0.1676	0.0065	0.0000	0.0005	0.0050	2.1870	7.3125	3.2762	2.3016	NO	NO	NO	NO	0	0
ENSG00000175105	ZNF654	Zfp654	0.7188	0.2710	0.2230	0.0301	0.0000	0.0000	0.0059	0.7594	7.1261	7.4191	2.2287	0.1195	NO	NO	NO	NO	0	0
ENSG00000170619	COMMD5	Commd5	0.4832	0.5329	0.2229	-0.1872	0.0021	0.0000	0.0821	0.1430	2.6882	4.5214	1.0856	0.8446	NO	NO	NO	NO	0	0
ENSG00000143393	PI4KB	Pi4kb	-0.0241	0.1906	0.2227	0.0245	0.7979	0.1016	0.0206	0.8522	0.0981	0.9933	1.6869	0.0694	NO	NO	NO	NO	0	0
ENSG00000083312	TNPO1	Tnpo1	-0.1793	-0.1875	0.2226	0.0612	0.0576	0.0010	0.0029	0.4255	1.2392	2.9920	2.5369	0.3711	NO	NO	NO	NO	0	0
ENSG00000185163	DDX51	Ddx51	-0.6819	-0.4405	0.2225	0.1364	0.0004	0.0255	0.0047	0.0965	3.3644	1.5930	2.3281	1.0157	NO	NO	NO	NO	0	0
ENSG00000141446	ESCO1	Esco1	0.6335	0.0099	0.2223	-0.0038	0.0000	0.8546	0.0096	0.9795	6.0595	0.0683	2.0158	0.0090	NO	NO	NO	NO	0	0
ENSG00000111880	RNGTT	Rngtt	-0.9618	-0.5417	0.2222	0.0888	0.0000	0.0000	0.0147	0.3893	10.1765	16.1163	1.8321	0.4097	NO	NO	NO	NO	0	0
ENSG00000089154	GCN1	Gcn1	-0.6607	-0.2519	0.2221	0.0230	0.0003	0.0263	0.0011	0.7742	3.5196	1.5795	2.9400	0.1112	NO	NO	NO	NO	0	0
ENSG00000143815	LBR	Lbr	-0.5100	0.4968	0.2221	-0.0847	0.0065	0.0000	0.0015	0.2355	2.1852	10.8013	2.8305	0.6281	NO	NO	NO	NO	0	0
ENSG00000164924	YWHAZ	Ywhaz	0.6590	0.3981	0.2221	0.1705	0.0000	0.0000	0.0018	0.0134	7.1427	15.1051	2.7452	1.8727	NO	NO	NO	NO	0	0
ENSG00000188529	SRSF10	Srsf10	0.3175	-0.3929	0.2221	0.0462	0.0181	0.0000	0.0051	0.5871	1.7424	15.2541	2.2907	0.2313	NO	NO	NO	NO	0	0
ENSG00000100796	PPP4R3A	Ppp4r3a	-0.1266	0.0279	0.2219	0.1630	0.1675	0.4746	0.0002	0.0052	0.7761	0.3236	3.6524	2.2800	NO	NO	NO	NO	0	0
ENSG00000174799	CEP135	Cep135	0.0858	0.2834	0.2219	0.0853	0.5813	0.0000	0.0539	0.6041	0.2356	6.9547	1.2685	0.2189	NO	NO	NO	NO	0	0
ENSG00000147536	GINS4	Gins4	0.8061	-0.5623	0.2218	0.0099	0.0009	0.0005	0.0135	0.9423	3.0245	3.3203	1.8696	0.0258	NO	NO	NO	NO	0	0
ENSG00000184708	EIF4ENIF1	Eif4enif1	-0.1100	-0.1126	0.2217	0.1060	0.2089	0.0270	0.0074	0.2080	0.6801	1.5681	2.1331	0.6820	NO	NO	NO	NO	0	0
ENSG00000178789	CD300LB	Cd300lb	-0.8313	0.0975	0.2216	-0.1876	0.0004	0.5843	0.2305	0.3101	3.3805	0.2334	0.6372	0.5085	NO	NO	NO	NO	0	0
ENSG00000185250	PPIL6	Ppil6	0.3078	-0.1897	0.2213	-0.6935	0.3468	0.4430	0.8603	0.0921	0.4600	0.3536	0.0653	1.0356	NO	NO	NO	NO	0	0
ENSG00000133874	RNF122	Rnf122	0.3258	0.5601	0.2212	0.8243	0.0836	0.0008	0.0113	0.0000	1.0776	3.1062	1.9474	7.2240	NO	NO	NO	NO	0	0
ENSG00000107581	EIF3A	Eif3a	-0.1785	-0.3233	0.2212	0.0622	0.0556	0.0000	0.0182	0.5368	1.2552	16.8477	1.7402	0.2702	NO	NO	NO	NO	0	0
ENSG00000042088	TDP1	Tdp1	-0.4203	-0.8766	0.2211	-0.3122	0.0004	0.0000	0.1182	0.0633	3.3609	33.3188	0.9273	1.1988	NO	NO	NO	NO	0	0
ENSG00000115568	ZNF142	Zfp142	-0.5677	-0.2517	0.2210	0.0241	0.0630	0.1064	0.0189	0.8551	1.2003	0.9730	1.7244	0.0680	NO	NO	NO	NO	0	0
ENSG00000145860	RNF145	Rnf145	-0.1758	0.4414	0.2207	-0.1805	0.1783	0.0000	0.0010	0.0074	0.7489	21.3134	2.9932	2.1296	NO	NO	NO	NO	0	0
ENSG00000178694	NSUN3	Nsun3	0.3271	0.6301	0.2206	0.0794	0.1237	0.0000	0.0334	0.4770	0.9078	10.9066	1.4764	0.3215	NO	NO	NO	NO	0	0
ENSG00000160688	FLAD1	Flad1	-0.4034	-0.1058	0.2205	0.1125	0.0007	0.4524	0.0139	0.2390	3.1589	0.3445	1.8574	0.6216	NO	NO	NO	NO	0	0
ENSG00000105193	RPS16	Rps16	-0.9756	0.0224	0.2203	-0.3070	0.0000	0.8683	0.0114	0.0015	6.2480	0.0614	1.9416	2.8125	NO	NO	NO	NO	0	0
ENSG00000197632	SERPINB2	Serpinb2	-0.3982	0.1760	0.2202	-0.4045	0.2291	0.2394	0.9188	0.0172	0.6400	0.6208	0.0368	1.7642	NO	NO	NO	NO	0	0
ENSG00000267060	PTGES3L	Ptges3l	0.1888	-0.1463	0.2202	-0.0373	0.6805	0.5770	0.3756	0.8856	0.1671	0.2388	0.4253	0.0528	NO	NO	NO	NO	0	0
ENSG00000148481	MINDY3	Mindy3	0.2047	-0.0226	0.2201	0.2693	0.1552	0.7033	0.0308	0.0081	0.8091	0.1529	1.5112	2.0920	NO	NO	NO	NO	0	0
ENSG00000165487	MICU2	Micu2	-0.1283	0.2559	0.2200	0.0575	0.2522	0.0000	0.0014	0.3625	0.5983	4.3107	2.8620	0.4407	NO	NO	NO	NO	0	0
ENSG00000187796	CARD9	Card9	-0.7528	0.2269	0.2200	-0.3793	0.0002	0.4775	0.2525	0.0393	3.6245	0.3211	0.5978	1.4054	NO	NO	NO	NO	0	0
ENSG00000138398	PPIG	Ppig	-0.0670	-0.2087	0.2199	0.1154	0.5755	0.0000	0.0435	0.3152	0.2400	4.3757	1.3616	0.5015	NO	NO	NO	NO	0	0
ENSG00000100138	SNU13	Snu13	-0.2220	-0.3600	0.2198	0.0439	0.0161	0.0001	0.0051	0.5981	1.7944	4.2668	2.2938	0.2232	NO	NO	NO	NO	0	0
ENSG00000137574	TGS1	Tgs1	-0.0901	-0.1049	0.2195	0.2777	0.4293	0.0172	0.0089	0.0036	0.3672	1.7643	2.0510	2.4379	NO	NO	NO	NO	0	0
ENSG00000023191	RNH1	Rnh1	0.7045	0.2623	0.2194	0.5907	0.0000	0.0380	0.0073	0.0000	4.8097	1.4205	2.1387	6.9393	NO	NO	NO	NO	0	0
ENSG00000103978	TMEM87A	Tmem87a	0.1015	0.2511	0.2194	0.3212	0.3061	0.0000	0.0094	0.0006	0.5141	13.0706	2.0258	3.2313	NO	NO	NO	NO	0	0
ENSG00000169564	PCBP1	Pcbp1	0.4704	0.4816	0.2193	0.1463	0.0044	0.0000	0.0017	0.0287	2.3552	12.9318	2.7813	1.5422	NO	NO	NO	NO	0	0
ENSG00000101442	ACTR5	Actr5	-0.5266	-0.3875	0.2193	0.1608	0.0014	0.0000	0.0307	0.1452	2.8601	6.3468	1.5128	0.8381	NO	NO	NO	NO	0	0
ENSG00000025434	NR1H3	Nr1h3	-0.2939	0.6435	0.2191	0.7270	0.2427	0.0000	0.1276	0.0012	0.6149	4.4498	0.8941	2.9163	NO	NO	NO	NO	0	0
ENSG00000213654	GPSM3	Gpsm3	0.6766	0.7265	0.2188	0.4154	0.0000	0.0000	0.0797	0.0326	4.5114	5.6289	1.0983	1.4863	NO	NO	NO	NO	0	0
ENSG00000188167	TMPPE	Tmppe	-0.3518	0.3022	0.2187	-0.1416	0.1031	0.0015	0.0081	0.1288	0.9869	2.8266	2.0937	0.8902	NO	NO	NO	NO	0	0
ENSG00000095564	BTAF1	Btaf1	0.1865	-0.4916	0.2185	0.1047	0.1256	0.0000	0.0057	0.1946	0.9011	29.1057	2.2451	0.7109	NO	NO	NO	NO	0	0
ENSG00000136504	KAT7	Kat7	0.7350	-0.3030	0.2181	0.0978	0.0000	0.0000	0.0011	0.1250	9.3382	12.0320	2.9687	0.9030	NO	NO	NO	NO	0	0
ENSG00000205659	LIN52	Lin52	-0.7248	-0.0559	0.2180	0.1018	0.0000	0.3004	0.0963	0.4872	4.7122	0.5222	1.0165	0.3123	NO	NO	NO	NO	0	0
ENSG00000104903	LYL1	Lyl1	0.0773	0.5144	0.2179	-0.9039	0.7476	0.0011	0.0127	0.0000	0.1263	2.9408	1.8952	7.0531	NO	NO	NO	NO	0	0
ENSG00000099956	SMARCB1	Smarcb1	-0.2663	-0.0990	0.2178	0.0188	0.0346	0.6356	0.0039	0.8298	1.4609	0.1968	2.4081	0.0810	NO	NO	NO	NO	0	0
ENSG00000081870	HSPB11	Hspb11	-0.3239	-0.2528	0.2175	0.0494	0.0041	0.0000	0.3812	0.8741	2.3830	6.1244	0.4189	0.0584	NO	NO	NO	NO	0	0
ENSG00000164329	PAPD4	Tent2	0.5621	0.2856	0.2175	0.3108	0.0000	0.0000	0.0134	0.0011	5.7959	6.8665	1.8736	2.9495	NO	NO	NO	NO	0	0
ENSG00000196188	CTSE	Ctse	0.5715	0.4035	0.2174	0.1129	0.0526	0.0490	0.4271	0.8298	1.2789	1.3100	0.3695	0.0810	NO	NO	NO	NO	0	0
ENSG00000101558	VAPA	Vapa	0.3327	-0.1631	0.2172	0.2662	0.0312	0.0055	0.0020	0.0003	1.5052	2.2592	2.7040	3.5706	NO	NO	NO	NO	0	0
ENSG00000166233	ARIH1	Arih1	0.6075	-0.1103	0.2170	0.2335	0.0000	0.0059	0.0008	0.0005	6.8297	2.2290	3.0955	3.2974	NO	NO	NO	NO	0	0
ENSG00000125877	ITPA	Itpa	-0.7167	-0.4755	0.2169	0.1461	0.0000	0.0008	0.0183	0.1021	4.6144	3.1235	1.7366	0.9909	NO	NO	NO	NO	0	0
ENSG00000139233	LLPH	Llph	0.1165	-0.0059	0.2168	0.1859	0.2643	0.9071	0.0271	0.0530	0.5778	0.0424	1.5668	1.2756	NO	NO	NO	NO	0	0
ENSG00000139496	NUP58	Nupl1	0.7996	0.5982	0.2167	0.0075	0.0000	0.0000	0.0018	0.9333	5.9172	14.9136	2.7566	0.0300	NO	NO	NO	NO	0	0
ENSG00000105254	TBCB	Tbcb	-0.1062	-0.1699	0.2166	0.1250	0.4725	0.2356	0.0378	0.2095	0.3256	0.6278	1.4220	0.6788	NO	NO	NO	NO	0	0
ENSG00000140307	GTF2A2	Gtf2a2	-0.5026	0.0566	0.2163	0.0691	0.0005	0.3464	0.0109	0.4562	3.3208	0.4604	1.9636	0.3408	NO	NO	NO	NO	0	0
ENSG00000074935	TUBE1	Tube1	-0.8721	-0.6047	0.2162	-0.2932	0.0000	0.0000	0.3225	0.2266	8.5482	19.8356	0.4915	0.6447	NO	NO	NO	NO	0	0
